id,sdp,group,sus_G,sus_E,sus,inf_G,inf_E,inf,rec_G,rec_E,rec,r0_G,r0_E,r0
1,sire,,-0.100174,0.000277036,0.904930653667395,-0.0623039,-0.00103135,0.938628745648814,-0.0523962,0.000572734,0.949496470458502,0.806642990137081,0.99981843648465,0.80649653320016
2,sire,,0.0448909,0.000101502,1.04601991221923,0.0366727,3.74405e-05,1.03739227924649,-0.076493,0.000188685,0.926534205396251,1.0050834772481,1.00032768117575,1.00541282418366
3,sire,,-0.00614807,0.000173506,0.994043248216432,-0.0459613,-0.000212745,0.95487575637647,-0.05622,0.000116267,0.945441057366291,0.897331993513037,1.00007703096673,0.897401115863978
4,sire,,0.0317836,-0.000158843,1.03213013302279,-0.149146,0.000549735,0.861917030733736,-0.0519005,-0.000268077,0.949168845318857,0.844286911177489,1.00012282254207,0.844390608642157
5,sire,,0.0440088,4.463e-05,1.04503818978728,-0.0477733,-7.02468e-05,0.953282919574345,0.0489024,-0.00023494,1.04987116852634,1.0461721170969,0.999739477141975,1.04589956534697
6,sire,,0.0760163,1.27937e-05,1.07899396562737,0.0111544,0.00101594,1.0122446999436,-0.000102698,-0.000158823,0.999738513193636,1.09097086539665,1.00087028918205,1.09192032553874
7,sire,,-0.0551441,-0.000476146,0.945898276347604,0.051977,0.000632869,1.0540183596603,0.0605744,-0.000620672,1.06178741438141,1.05908708873094,0.999536158607695,1.05859584030114
8,sire,,0.0458883,5.10667e-05,1.04701092530475,-0.209104,-0.000400368,0.810986097038084,0.0905247,0.000124707,1.09488507891698,0.929888121066451,0.999775430919412,0.929679296946053
9,sire,,0.0300528,0.000109128,1.03062140690563,-0.133328,-0.000272805,0.874939266279318,0.0989908,7.32649e-05,1.10413703372172,0.99572476494824,0.999909591987051,0.995634743450797
10,sire,,-0.0505438,-0.00021344,0.950509388185861,0.0573004,0.00045518,1.05945601182275,-0.00800417,-0.000301578,0.991728649426922,0.998753207891927,0.999940163790257,0.998693446285499
11,sire,,-0.00814552,-3.17936e-05,0.991856029680802,0.0334432,-7.86013e-05,1.03392743912873,-0.041465,5.61653e-06,0.959388301573863,0.983962669647131,0.999895227119062,0.983859577043496
12,sire,,0.094638,-4.32545e-05,1.09921330371355,0.0456209,-7.44593e-05,1.04659960830377,0.0391961,0.000135124,1.0401149376314,1.19656505742836,1.00001741035156,1.19658589004667
13,sire,,-0.0835769,-1.98853e-05,0.919802059044798,0.100481,-0.000291028,1.10538088954902,0.0258599,0.000263729,1.02646784182225,1.04369155457672,0.999952816813162,1.0436423098831
14,sire,,0.0114237,0.000271836,1.01176419619266,-0.0954132,-0.000359604,0.908670438907635,0.0418259,0.000297177,1.0430228429737,0.958712922307739,1.0002094309276,0.958913706444355
15,sire,,-0.0692948,4.60746e-06,0.933055874932977,-0.00257441,6.11263e-05,0.997489871953241,-0.0262727,-0.000166825,0.973906939076813,0.906520250336808,0.999898913869547,0.906428613712525
16,sire,,-0.00230498,-0.000161503,0.997536556269912,-0.0102946,0.000200718,0.989956890253605,-0.0440457,4.28392e-06,0.956914325012104,0.944929195209214,1.00004349986609,0.944970299502672
17,sire,,-0.13857,-2.38971e-06,0.87060022649005,0.233804,0.000287038,1.26375953711171,-0.00266464,7.70216e-05,0.997415726598677,1.09698922609438,1.00036173530044,1.09738604582166
18,sire,,0.0502681,-0.000309271,1.05122781538468,0.00184683,0.000638873,1.00248879492104,0.0632423,-0.000421663,1.06483582995285,1.12227427601154,0.999907943237484,1.12217096307503
